"ITEM_SEQ","ENTP_NO","ENTP_NAME","ENTP_SEQ","INDUTY_CLASS_CODE","ITEM_NAME","SN","ITEM_PERMIT_DATE","INGR_CODE","INGR_KOR_NAME","MATERIAL_QTY","TOTQY_SEQ"
"202301844","1574","경동제약(주)","19760002","A0","다파진에스듀오정10/100밀리그램(다파글리플로진,시타글립틴)","1","2023-06-15","M268453","다파글리플로진비스L-프롤린","","1"
"202301844","1574","경동제약(주)","19760002","A0","다파진에스듀오정10/100밀리그램(다파글리플로진,시타글립틴)","1","2023-06-15","M251915","시타글립틴인산염수화물","","2"
"202301855","1321","신일제약(주)","19560015","A0","포시글리듀오서방정10/500밀리그램","1","2023-06-16","M268403","다파글리플로진무수유당혼합물","","1"
"202301855","1321","신일제약(주)","19560015","A0","포시글리듀오서방정10/500밀리그램","1","2023-06-16","M244179","메트포르민염산염","","2"
"202301859","383","성이바이오(주)","20194396","A0","조인트콘친600골드정","1","2023-06-19","M256191","콘드로이틴설페이트나트륨","","1"
"202301859","383","성이바이오(주)","20194396","A0","조인트콘친600골드정","2","2023-06-19","M051415","푸르설티아민","","1"
"202301859","383","성이바이오(주)","20194396","A0","조인트콘친600골드정","3","2023-06-19","M040064","니코틴산아미드","","1"
"202301859","383","성이바이오(주)","20194396","A0","조인트콘친600골드정","4","2023-06-19","M204304","피리독신염산염","","1"
"202301859","383","성이바이오(주)","20194396","A0","조인트콘친600골드정","5","2023-06-19","M244748","판토텐산칼슘","","1"
"202301859","383","성이바이오(주)","20194396","A0","조인트콘친600골드정","6","2023-06-19","M222995","리보플라빈부티레이트","","1"
"202301859","383","성이바이오(주)","20194396","A0","조인트콘친600골드정","7","2023-06-19","M202809","감마-오리자놀","","1"
"202301859","383","성이바이오(주)","20194396","A0","조인트콘친600골드정","8","2023-06-19","M117558","시아노코발라민 1000배산","","1"
"202301859","383","성이바이오(주)","20194396","A0","조인트콘친600골드정","9","2023-06-19","M040488","이노시톨","","1"
"202301860","1449","(주)티디에스팜","19640013","A0","시타티딘정25밀리그램(시타글립틴염산염수화물)","1","2023-06-19","M266925","시타글립틴염산염수화물","","1"
"202301868","1439","(주)씨엠지제약","19640004","A0","시타플러스서방정100/1000밀리그램(시타글립틴,메트포르민)","1","2023-06-20","M266925","시타글립틴염산염수화물","","1"
"202301868","1439","(주)씨엠지제약","19640004","A0","시타플러스서방정100/1000밀리그램(시타글립틴,메트포르민)","2","2023-06-20","M244179","메트포르민염산염","","1"
"202301869","1439","(주)씨엠지제약","19640004","A0","시타플러스서방정50/1000밀리그램(시타글립틴,메트포르민)","1","2023-06-20","M266925","시타글립틴염산염수화물","","1"
"202301869","1439","(주)씨엠지제약","19640004","A0","시타플러스서방정50/1000밀리그램(시타글립틴,메트포르민)","2","2023-06-20","M244179","메트포르민염산염","","1"
"202301870","1439","(주)씨엠지제약","19640004","A0","시타플러스서방정50/500밀리그램(시타글립틴,메트포르민)","1","2023-06-20","M266925","시타글립틴염산염수화물","","1"
"202301870","1439","(주)씨엠지제약","19640004","A0","시타플러스서방정50/500밀리그램(시타글립틴,메트포르민)","2","2023-06-20","M244179","메트포르민염산염","","1"
"202301872","1452","에이치케이이노엔(주)","19640001","A0","다파엔시타정10/100밀리그램","1","2023-06-20","M276406","다파글리플로진","","1"
"202301872","1452","에이치케이이노엔(주)","19640001","A0","다파엔시타정10/100밀리그램","2","2023-06-20","M251915","시타글립틴인산염수화물","","1"
"202301887","1480","풍림무약(주)","19670005","E0","케어스정(위령선·괄루근·하고초30%에탄올건조엑스(40→1))","1","2023-06-21","M267057","위령선·괄루근·하고초30%에탄올건조엑스(40→1)","","1"
"202301893","1327","동광제약(주)","19560001","A0","다플로엠서방정10/500밀리그램","1","2023-06-21","M268403","다파글리플로진무수유당혼합물","","1"
"202301893","1327","동광제약(주)","19560001","A0","다플로엠서방정10/500밀리그램","1","2023-06-21","M244179","메트포르민염산염","","2"
"202301894","1729","유니메드제약(주)","19900019","A0","슈가파듀오서방정10/500밀리그램","1","2023-06-21","M268403","다파글리플로진무수유당혼합물","","1"
"202301894","1729","유니메드제약(주)","19900019","A0","슈가파듀오서방정10/500밀리그램","1","2023-06-21","M244179","메트포르민염산염","","2"
"202301895","1421","영진약품(주)","19620008","A0","영진다듀서방정10/500밀리그램","1","2023-06-21","M268403","다파글리플로진무수유당혼합물","","1"
"202301895","1421","영진약품(주)","19620008","A0","영진다듀서방정10/500밀리그램","1","2023-06-21","M244179","메트포르민염산염","","2"
"202301896","1673","(주)경보제약","19870008","A0","다파칸메트서방정10/500밀리그램","1","2023-06-21","M268403","다파글리플로진무수유당혼합물","","1"
"202301896","1673","(주)경보제약","19870008","A0","다파칸메트서방정10/500밀리그램","1","2023-06-21","M244179","메트포르민염산염","","2"
"202301897","1367","알보젠코리아(주)","19580003","A0","젠시가메트서방정10/500밀리그램","1","2023-06-21","M268403","다파글리플로진무수유당혼합물","","1"
"202301897","1367","알보젠코리아(주)","19580003","A0","젠시가메트서방정10/500밀리그램","1","2023-06-21","M244179","메트포르민염산염","","2"
"202301898","1487","(주)팜젠사이언스","19670002","A0","다플로진듀오서방정10/500밀리그램","1","2023-06-21","M268403","다파글리플로진무수유당혼합물","","1"
"202301898","1487","(주)팜젠사이언스","19670002","A0","다플로진듀오서방정10/500밀리그램","1","2023-06-21","M244179","메트포르민염산염","","2"
"202301899","1331","동화약품(주)","19570006","A0","포시플듀오서방정10/500밀리그램","1","2023-06-21","M268403","다파글리플로진무수유당혼합물","","1"
"202301899","1331","동화약품(주)","19570006","A0","포시플듀오서방정10/500밀리그램","1","2023-06-21","M244179","메트포르민염산염","","2"
"202301900","1549","에이치엘비제약(주)","19720011","A0","다파엘듀오서방정10/500밀리그램","1","2023-06-21","M268403","다파글리플로진무수유당혼합물","","1"
"202301900","1549","에이치엘비제약(주)","19720011","A0","다파엘듀오서방정10/500밀리그램","1","2023-06-21","M244179","메트포르민염산염","","2"
"202301901","1666","한국휴텍스제약(주)","19860001","A0","당듀오서방정10/500밀리그램","1","2023-06-21","M268403","다파글리플로진무수유당혼합물","","1"
"202301901","1666","한국휴텍스제약(주)","19860001","A0","당듀오서방정10/500밀리그램","1","2023-06-21","M244179","메트포르민염산염","","2"
"202301902","1526","대우제약(주)","19710009","A0","글리플로엠서방정10/500밀리그램","1","2023-06-21","M268403","다파글리플로진무수유당혼합물","","1"
"202301902","1526","대우제약(주)","19710009","A0","글리플로엠서방정10/500밀리그램","1","2023-06-21","M244179","메트포르민염산염","","2"
"202301903","1335","삼천당제약(주)","19570010","A0","에스포가듀오서방정10/500밀리그램","1","2023-06-21","M268403","다파글리플로진무수유당혼합물","","1"
"202301903","1335","삼천당제약(주)","19570010","A0","에스포가듀오서방정10/500밀리그램","1","2023-06-21","M244179","메트포르민염산염","","2"
"202301904","1324","삼진제약(주)","19560011","A0","다포진엠서방정10/500밀리그램","1","2023-06-21","M268403","다파글리플로진무수유당혼합물","","1"
"202301904","1324","삼진제약(주)","19560011","A0","다포진엠서방정10/500밀리그램","1","2023-06-21","M244179","메트포르민염산염","","2"
"202301905","1455","구주제약(주)","19640018","A0","다파리진듀오서방정10/500밀리그램","1","2023-06-21","M268403","다파글리플로진무수유당혼합물","","1"
"202301905","1455","구주제약(주)","19640018","A0","다파리진듀오서방정10/500밀리그램","1","2023-06-21","M244179","메트포르민염산염","","2"
"202301910","6176","주식회사제이투가스","2023001732","A0","제이투의료용질소","1","2023-06-21","M040542","질소","","1"
"202301911","1412","(주)바스칸바이오제약","19610009","A0","싹프린현탁액(비스무트차살리실산염)","1","2023-06-21","M251876","비스무트차살리실산염","","1"
"202301912","0150","광동제약(주)","19920004","A0","마이메가플러스정","1","2023-06-22","M096428","벤포티아민","","1"
"202301912","0150","광동제약(주)","19920004","A0","마이메가플러스정","2","2023-06-22","M040488","이노시톨","","1"
"202301912","0150","광동제약(주)","19920004","A0","마이메가플러스정","3","2023-06-22","M110553","콜레칼시페롤 과립","","1"
"202301912","0150","광동제약(주)","19920004","A0","마이메가플러스정","4","2023-06-22","M040262","산화마그네슘","","1"
"202301912","0150","광동제약(주)","19920004","A0","마이메가플러스정","5","2023-06-22","M223167","우르소데옥시콜산","","1"
"202301912","0150","광동제약(주)","19920004","A0","마이메가플러스정","6","2023-06-22","M243785","산화아연","","1"
"202301912","0150","광동제약(주)","19920004","A0","마이메가플러스정","7","2023-06-22","M202809","감마-오리자놀","","1"
"202301912","0150","광동제약(주)","19920004","A0","마이메가플러스정","8","2023-06-22","M040133","리보플라빈","","1"
"202301912","0150","광동제약(주)","19920004","A0","마이메가플러스정","9","2023-06-22","M040064","니코틴산아미드","","1"
"202301912","0150","광동제약(주)","19920004","A0","마이메가플러스정","10","2023-06-22","M244748","판토텐산칼슘","","1"
"202301912","0150","광동제약(주)","19920004","A0","마이메가플러스정","11","2023-06-22","M204304","피리독신염산염","","1"
"202301912","0150","광동제약(주)","19920004","A0","마이메가플러스정","12","2023-06-22","M050704","비오틴","","1"
"202301912","0150","광동제약(주)","19920004","A0","마이메가플러스정","13","2023-06-22","M223289","폴산","","1"
"202301912","0150","광동제약(주)","19920004","A0","마이메가플러스정","14","2023-06-22","M096429","시아노코발라민","","1"
"202301912","0150","광동제약(주)","19920004","A0","마이메가플러스정","15","2023-06-22","M113513","아스코르브산 과립97%","","1"
"202301915","1332","신신제약(주)","19570016","A0","쿨앤핫컴바인패치(수출용)","1","2023-06-22","M230875","l-멘톨","","1"
"202301915","1332","신신제약(주)","19570016","A0","쿨앤핫컴바인패치(수출용)","2","2023-06-22","M040200","박하유","","1"
"202301915","1332","신신제약(주)","19570016","A0","쿨앤핫컴바인패치(수출용)","3","2023-06-22","M203279","살리실산메틸","","1"
"202301915","1332","신신제약(주)","19570016","A0","쿨앤핫컴바인패치(수출용)","4","2023-06-22","M206708","DL-캄파","","1"
"202301915","1332","신신제약(주)","19570016","A0","쿨앤핫컴바인패치(수출용)","5","2023-06-22","M210563","니코틴산벤질","","1"
"202301915","1332","신신제약(주)","19570016","A0","쿨앤핫컴바인패치(수출용)","6","2023-06-22","M200188","노닐산바닐릴아미드","","1"
"202301923","1495","(주)서울제약","19680007","A0","자누에스정50밀리그램(시타글립틴염산염수화물)","1","2023-06-22","M266925","시타글립틴염산염수화물","","1"
"202301924","1495","(주)서울제약","19680007","A0","자누에스정100밀리그램(시타글립틴염산염수화물)","1","2023-06-22","M266925","시타글립틴염산염수화물","","1"
"202301925","248","한국아스트라제네카(주)","20161740","C0","이뮤도주(트레멜리무맙)","1","2023-06-23","M265034","트레멜리무맙","","1"
"202301925","248","한국아스트라제네카(주)","20161740","C0","이뮤도주(트레멜리무맙)","1","2023-06-23","M265034","트레멜리무맙","","2"
"202301933","1480","풍림무약(주)","19670005","A0","풍림리프레쉬점안액1.0%(카르복시메틸셀룰로오스나트륨)(1회용)","1","2023-06-23","M244062","카르복시메틸셀룰로오스나트륨","","1"
"202301934","1480","풍림무약(주)","19670005","E0","파낙센에스캡슐","1","2023-06-23","M269209","인삼40%에탄올건조엑스","","1"
"202301934","1480","풍림무약(주)","19670005","E0","파낙센에스캡슐","2","2023-06-23","M088948","은행엽건조엑스","","1"
"202301937","2286","(주)휴온스메디텍","20020013","A0","오큐시스리커버리점안액(폴리데옥시리보뉴클레오티드나트륨)(1회용)","1","2023-06-26","M261380","폴리데옥시리보뉴클레오티드나트륨","","1"
"202301940","1524","맥널티제약(주)","19710001","A0","글리자누큐정100밀리그램(시타글립틴염산염수화물)","1","2023-06-26","M266925","시타글립틴염산염수화물","","1"
"202301941","1524","맥널티제약(주)","19710001","A0","글리자누큐정50밀리그램(시타글립틴염산염수화물)","1","2023-06-26","M266925","시타글립틴염산염수화물","","1"
"202301944","1729","유니메드제약(주)","19900019","A0","자비아정100밀리그램(시타글립틴염산염수화물)","1","2023-06-26","M266925","시타글립틴염산염수화물","","1"
"202301949","1495","(주)서울제약","19680007","A0","자누벡스정50/1000밀리그램(시타글립틴염산염수화물, 메트포르민염산염)","1","2023-06-26","M244179","메트포르민염산염","","1"
"202301949","1495","(주)서울제약","19680007","A0","자누벡스정50/1000밀리그램(시타글립틴염산염수화물, 메트포르민염산염)","1","2023-06-26","M266925","시타글립틴염산염수화물","","2"
"202301950","1495","(주)서울제약","19680007","A0","자누벡스정50/500밀리그램(시타글립틴염산염수화물, 메트포르민염산염)","1","2023-06-26","M244179","메트포르민염산염","","1"
"202301950","1495","(주)서울제약","19680007","A0","자누벡스정50/500밀리그램(시타글립틴염산염수화물, 메트포르민염산염)","1","2023-06-26","M266925","시타글립틴염산염수화물","","2"
"202301951","1495","(주)서울제약","19680007","A0","자누벡스정50/850밀리그램(시타글립틴염산염수화물, 메트포르민염산염)","1","2023-06-26","M244179","메트포르민염산염","","1"
"202301951","1495","(주)서울제약","19680007","A0","자누벡스정50/850밀리그램(시타글립틴염산염수화물, 메트포르민염산염)","1","2023-06-26","M266925","시타글립틴염산염수화물","","2"
"202301952","1459","(주)종근당","19650001","A0","쿨노즈에프연질캡슐(펙소페나딘염산염)","1","2023-06-26","M246634","펙소페나딘염산염","","1"
"202301957","1554","고려제약(주)","19720014","A0","에이디메드정20밀리그램(메만틴염산염)","1","2023-06-27","M242614","메만틴염산염","","1"
"202301958","6176","주식회사제이투가스","2023001732","A0","제이투의료용이산화탄소","1","2023-06-27","M040491","이산화탄소","","1"
"202301959","1493","삼익제약(주)","19680005","A0","포르자듀오정10/100밀리그램","1","2023-06-27","M258339","다파글리플로진프로판디올수화물","","1"
"202301959","1493","삼익제약(주)","19680005","A0","포르자듀오정10/100밀리그램","2","2023-06-27","M251915","시타글립틴인산염수화물","","1"
"202301961","1335","삼천당제약(주)","19570010","A0","자누글루정50밀리그램(시타글립틴염산염수화물)","1","2023-06-27","M266925","시타글립틴염산염수화물","","1"
"202301962","1335","삼천당제약(주)","19570010","A0","자누글루정100밀리그램(시타글립틴염산염수화물)","1","2023-06-27","M266925","시타글립틴염산염수화물","","1"
"202301963","1396","(주)일화","19600002","A0","시타글루틴엠정50/500밀리그램(시타글립틴염산염수화물, 메트포르민염산염)","1","2023-06-27","M244179","메트포르민염산염","","1"
"202301963","1396","(주)일화","19600002","A0","시타글루틴엠정50/500밀리그램(시타글립틴염산염수화물, 메트포르민염산염)","1","2023-06-27","M266925","시타글립틴염산염수화물","","2"
"202301964","1396","(주)일화","19600002","A0","시타글루틴엠정50/1000밀리그램(시타글립틴염산염수화물, 메트포르민염산염)","1","2023-06-27","M244179","메트포르민염산염","","1"
"202301964","1396","(주)일화","19600002","A0","시타글루틴엠정50/1000밀리그램(시타글립틴염산염수화물, 메트포르민염산염)","1","2023-06-27","M266925","시타글립틴염산염수화물","","2"
"202301965","1396","(주)일화","19600002","A0","시타글루틴엠정50/850밀리그램(시타글립틴염산염수화물, 메트포르민염산염)","1","2023-06-27","M244179","메트포르민염산염","","1"
"202301965","1396","(주)일화","19600002","A0","시타글루틴엠정50/850밀리그램(시타글립틴염산염수화물, 메트포르민염산염)","1","2023-06-27","M266925","시타글립틴염산염수화물","","2"
"202301966","1731","동방에프티엘(주)","19900021","A0","코드비타연질캡슐","1","2023-06-27","M040003","간유","","1"
"202301966","1731","동방에프티엘(주)","19900021","A0","코드비타연질캡슐","2","2023-06-27","M256191","콘드로이틴설페이트나트륨","","1"
"202301966","1731","동방에프티엘(주)","19900021","A0","코드비타연질캡슐","3","2023-06-27","M223262","티아민질산염","","1"
"202301966","1731","동방에프티엘(주)","19900021","A0","코드비타연질캡슐","4","2023-06-27","M040133","리보플라빈","","1"
"202301972","1729","유니메드제약(주)","19900019","A0","자비아정50밀리그램(시타글립틴염산염수화물)","1","2023-06-27","M266925","시타글립틴염산염수화물","","1"
"202301973","1524","맥널티제약(주)","19710001","A0","글리메자큐정50/500밀리그램(시타글립틴,메트포르민)","1","2023-06-27","M244179","메트포르민염산염","","1"
"202301973","1524","맥널티제약(주)","19710001","A0","글리메자큐정50/500밀리그램(시타글립틴,메트포르민)","1","2023-06-27","M266925","시타글립틴염산염수화물","","2"
"202301974","1524","맥널티제약(주)","19710001","A0","글리메자큐정50/850밀리그램(시타글립틴,메트포르민)","1","2023-06-27","M244179","메트포르민염산염","","1"
"202301974","1524","맥널티제약(주)","19710001","A0","글리메자큐정50/850밀리그램(시타글립틴,메트포르민)","1","2023-06-27","M266925","시타글립틴염산염수화물","","2"
"202301975","1524","맥널티제약(주)","19710001","A0","글리메자큐정50/1000밀리그램(시타글립틴,메트포르민)","1","2023-06-27","M244179","메트포르민염산염","","1"
"202301975","1524","맥널티제약(주)","19710001","A0","글리메자큐정50/1000밀리그램(시타글립틴,메트포르민)","1","2023-06-27","M266925","시타글립틴염산염수화물","","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","1","2023-06-28","M044300","포도당일수화물","462.00","1"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","1","2023-06-28","M222530","L-이소류신","6.0","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","2","2023-06-28","M209366","L-알라닌","20.7","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","3","2023-06-28","M088656","글리신","10.3","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","4","2023-06-28","M214861","L-프롤린","6.8","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","5","2023-06-28","M204435","L-세린","5.0","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","6","2023-06-28","M214313","L-티로신","0.4","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","7","2023-06-28","M222998","L-리신염산염","7.25","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","8","2023-06-28","M245290","황산마그네슘칠수화물","2.470","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","9","2023-06-28","M240607","아세트산나트륨삼수화물","5.620","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","10","2023-06-28","M248270","글리세로인산나트륨수화물","5.92","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","11","2023-06-28","M083749","염화칼슘이수화물","0.74","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","12","2023-06-28","M222531","L-류신","7.3","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","13","2023-06-28","M040438","염화칼륨","4.480","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","14","2023-06-28","M275898","황산아연칠수화물","0.023","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","15","2023-06-28","M218567","L-메티오닌","4.0","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","16","2023-06-28","M204442","L-페닐알라닌","5.6","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","17","2023-06-28","M103060","L-트레오닌","4.2","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","18","2023-06-28","M218015","L-트립토판","1.8","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","19","2023-06-28","M209360","L-발린","5.8","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","20","2023-06-28","M103077","L-아르기닌","11.5","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","21","2023-06-28","M215288","L-히스티딘","4.8","2"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","1","2023-06-28","M251255","정제콩기름","60.0","3"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","2","2023-06-28","M090208","중쇄트리글리세라이드","50.0","3"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","3","2023-06-28","M102759","정제올리브유","50.0","3"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","4","2023-06-28","M245287","정제어유(고단위 오메가-3 지방산 함유)","40.0","3"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","1","2023-06-28","M044300","포도당일수화물","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","2","2023-06-28","M103077","L-아르기닌","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","3","2023-06-28","M215288","L-히스티딘","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","4","2023-06-28","M209366","L-알라닌","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","5","2023-06-28","M088656","글리신","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","6","2023-06-28","M214861","L-프롤린","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","7","2023-06-28","M204435","L-세린","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","8","2023-06-28","M214313","L-티로신","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","9","2023-06-28","M222998","L-리신염산염","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","10","2023-06-28","M245290","황산마그네슘칠수화물","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","11","2023-06-28","M240607","아세트산나트륨삼수화물","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","12","2023-06-28","M248270","글리세로인산나트륨수화물","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","13","2023-06-28","M083749","염화칼슘이수화물","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","14","2023-06-28","M040438","염화칼륨","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","15","2023-06-28","M275898","황산아연칠수화물","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","16","2023-06-28","M251255","정제콩기름","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","17","2023-06-28","M090208","중쇄트리글리세라이드","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","18","2023-06-28","M102759","정제올리브유","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","19","2023-06-28","M245287","정제어유(고단위 오메가-3 지방산 함유)","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","20","2023-06-28","M222530","L-이소류신","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","21","2023-06-28","M222531","L-류신","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","22","2023-06-28","M218567","L-메티오닌","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","23","2023-06-28","M204442","L-페닐알라닌","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","24","2023-06-28","M103060","L-트레오닌","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","25","2023-06-28","M214274","L-트리프토판","","4"
"202301977","2548","제이더블유생명과학(주)","20060022","A0","위너프에이플러스주","26","2023-06-28","M209360","L-발린","","4"
"202301978","1478","현대약품(주)","19660001","A0","하이페질정3밀리그램(도네페질염산염수화물)","1","2023-06-28","M256941","도네페질염산염수화물","","1"
"202301981","253","한국릴리(유)","20161763","A0","마운자로프리필드펜주10밀리그램/0.5밀리리터(터제파타이드)","1","2023-06-28","M283794","터제파타이드","","1"
"202301982","253","한국릴리(유)","20161763","A0","마운자로프리필드펜주12.5밀리그램/0.5밀리리터(터제파타이드)","1","2023-06-28","M283794","터제파타이드","","1"
"202301983","253","한국릴리(유)","20161763","A0","마운자로프리필드펜주2.5밀리그램/0.5밀리리터(터제파타이드)","1","2023-06-28","M283794","터제파타이드","","1"
"202301984","253","한국릴리(유)","20161763","A0","마운자로프리필드펜주5밀리그램/0.5밀리리터(터제파타이드)","1","2023-06-28","M283794","터제파타이드","","1"
"202301985","253","한국릴리(유)","20161763","A0","마운자로프리필드펜주7.5밀리그램/0.5밀리리터(터제파타이드)","1","2023-06-28","M283794","터제파타이드","","1"
"202301986","253","한국릴리(유)","20161763","A0","마운자로프리필드펜주15밀리그램/0.5밀리리터(터제파타이드)","1","2023-06-28","M283794","터제파타이드","","1"
"202301987","1851","(주)그린제약","19940041","A0","그린와이나플러스액(글루타랄콘센트레이트)","1","2023-06-28","M081708","글루타랄콘센트레이트","4","1"
"202301988","2691","(주)킴스제약","20192749","A0","속쿨엔이중정","1","2023-06-28","M040678","판크레아틴","","1"
"202301988","2691","(주)킴스제약","20192749","A0","속쿨엔이중정","2","2023-06-28","M223167","우르소데옥시콜산","","1"
"202301988","2691","(주)킴스제약","20192749","A0","속쿨엔이중정","3","2023-06-28","M223083","시메티콘","","1"
"202301995","1326","한국유니온제약(주)","19560010","A0","유니에독사반정30밀리그램(에독사반토실산염수화물)","1","2023-06-29","M262653","에독사반토실산염수화물","","1"
"202301996","1326","한국유니온제약(주)","19560010","A0","유니에독사반정60밀리그램(에독사반토실산염수화물)","1","2023-06-29","M262653","에독사반토실산염수화물","","1"
"202302004","420","리퓨어헬스케어(주)","20162574","A0","트리세녹스주2mg/mL(삼산화비소)(바이알)","1","2023-06-29","M250326","삼산화비소","1.0","1"
"202302005","1683","(주)휴온스","19870002","A0","휴시글로정(다파글리플로진,시타글립틴)","1","2023-06-29","M279883","다파글리플로진시트르산(미분화)","","1"
"202302005","1683","(주)휴온스","19870002","A0","휴시글로정(다파글리플로진,시타글립틴)","1","2023-06-29","M251915","시타글립틴인산염수화물","","2"
"202302006","1297","한올바이오파마(주)","19550007","A0","이글듀오서방정0.3/1000밀리그램(이나보글리플로진, 메트포르민염산염)","1","2023-06-29","M283330","이나보글리플로진","","1"
"202302006","1297","한올바이오파마(주)","19550007","A0","이글듀오서방정0.3/1000밀리그램(이나보글리플로진, 메트포르민염산염)","2","2023-06-29","M244179","메트포르민염산염","","1"
"202302007","1335","삼천당제약(주)","19570010","A0","로스텔플러스정40/5/10밀리그램","1","2023-06-29","M090395","텔미사르탄","","1"
"202302007","1335","삼천당제약(주)","19570010","A0","로스텔플러스정40/5/10밀리그램","1","2023-06-29","M222875","암로디핀베실산염","","2"
"202302007","1335","삼천당제약(주)","19570010","A0","로스텔플러스정40/5/10밀리그램","2","2023-06-29","M270546","로수바스타틴칼슘(미분화)","","2"
"202302008","1335","삼천당제약(주)","19570010","A0","로스텔플러스정80/5/10밀리그램","1","2023-06-29","M090395","텔미사르탄","80.00","1"
"202302008","1335","삼천당제약(주)","19570010","A0","로스텔플러스정80/5/10밀리그램","1","2023-06-29","M222875","암로디핀베실산염","","2"
"202302008","1335","삼천당제약(주)","19570010","A0","로스텔플러스정80/5/10밀리그램","2","2023-06-29","M270546","로수바스타틴칼슘(미분화)","","2"
"202302009","1632","대웅바이오(주)","19830008","A0","베나메트서방정0.3/1000밀리그램(이나보글리플로진, 메트포르민염산염)","1","2023-06-29","M283330","이나보글리플로진","","1"
"202302009","1632","대웅바이오(주)","19830008","A0","베나메트서방정0.3/1000밀리그램(이나보글리플로진, 메트포르민염산염)","2","2023-06-29","M244179","메트포르민염산염","","1"
"202302010","10","한국아스트라제네카(주)","2021002080","A0","시다프비아정10/100밀리그램(다파글리플로진,시타글립틴)","1","2023-06-30","M258339","다파글리플로진프로판디올수화물","12.3","1"
